cluster,cluster_name
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
0,medium risk
